athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30,Unnamed: 41
Kristof Rasovszky,,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,52.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Do Carmo,,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,52.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fernando Ponte,,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,52.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ferry Weertman,,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,52.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soren Dellef Meissner,,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,52.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simone Ruffini,,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,52.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yasunari Hirai,,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,52.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rob Muffels,,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,52.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobias Patrick Robinson,,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,52.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Schouten,,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,52.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pepijn Smits,,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,52.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuval Safra,,10/15/2017,FINA World Cup,"Chun'An, CHN",10.0,NW,Neutral,52.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
