athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Sharon Van Rouwendaal,NED,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3525.20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Gabbrielleschi,ITA,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3529.30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceane Cassignol,FRA,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3531.40,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lara Grangeon De Villele,FRA,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3536.40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonie Beck,GER,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3537.20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginevra Taddeucci,ITA,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3537.80,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeannette Spiwoks,GER,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3539.40,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelica Andre,POR,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3540.30,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Pozzobon,ITA,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3540.40,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Johanna Enkner,AUT,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3644.80,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3646.10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valeriia Ermakova,RUS,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3646.40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ekaterina Sorokina,RUS,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3647.30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mira Szimcsak,HUN,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3647.90,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Vas,HUN,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3648.00,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenka Sterbova,CZE,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3651.50,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sofia Kolesnikova,RUS,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3651.80,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julie Pleskotova,CZE,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3725.90,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Giannopoulou Nefeli,GRE,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,3733.10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laerke Toft Ruby,DEN,05/12/2021,European Championships,"Budapest, HUN",5,NW,Neutral,20,4019.30,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
end,,,2021_05_12_Budapest_5km_W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Van Rouwendaal,NED,05/13/2021,European Championships,"Budapest, HUN",10,NW,Neutral,25,7152.70,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anna Olasz,HUN,05/13/2021,European Championships,"Budapest, HUN",10,NW,Neutral,25,7153.00,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rachele Bruni,ITA,05/13/2021,European Championships,"Budapest, HUN",10,NW,Neutral,25,7155.10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paula Ruiz Bravo,ESP,05/13/2021,European Championships,"Budapest, HUN",10,NW,Neutral,25,7155.50,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Gabbrielleschi,ITA,05/13/2021,European Championships,"Budapest, HUN",10,NW,Neutral,25,7156.20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angelica Andre,POR,05/13/2021,European Championships,"Budapest, HUN",10,NW,Neutral,25,7158.00,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ginevra Taddeucci,ITA,05/13/2021,European Championships,"Budapest, HUN",10,NW,Neutral,25,7159.10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anastasiia Kirpichnikova,RUS,05/13/2021,European Championships,"Budapest, HUN",10,NW,Neutral,25,7159.30,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lara Grangeon De Villele,FRA,05/13/2021,European Championships,"Budapest, HUN",10,NW,Neutral,25,7161.80,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reka Rohacs,HUN,05/13/2021,European Championships,"Budapest, HUN",10,NW,Neutral,25,7173.20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alena Benesova,CZE,05/13/2021,European Championships,"Budapest, HUN",10,NW,Neutral,25,7265.30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
