date,rank,rating
01/01/2017,144.0,0.0012048342995532
01/02/2017,144.0,0.0012047267819915
01/03/2017,143.0,0.0012046186316069
01/04/2017,143.0,0.0012045098427724
01/05/2017,143.0,0.0012044004097938
01/06/2017,143.0,0.0012042903269083
01/07/2017,143.0,0.0012041795882839
01/08/2017,143.0,0.0012040681880183
01/09/2017,143.0,0.0012039561201376
01/10/2017,143.0,0.0012038433785951
01/11/2017,143.0,0.0012037299572707
01/12/2017,143.0,0.0012036158499694
01/13/2017,143.0,0.00120350105042
01/14/2017,143.0,0.0012033855522742
01/15/2017,143.0,0.0012032693491055
01/16/2017,143.0,0.0012031524344074
01/17/2017,143.0,0.0012030348015929
01/18/2017,143.0,0.0012029164439927
01/19/2017,143.0,0.0012027973548539
01/20/2017,143.0,0.0012026775273392
01/21/2017,143.0,0.0012025569545247
01/22/2017,143.0,0.0012024356293994
01/23/2017,143.0,0.0012023135448633
01/24/2017,143.0,0.0012021906937258
01/25/2017,144.0,0.001202067068705
01/26/2017,143.0,0.0012019426624252
01/27/2017,143.0,0.0012018174674163
01/28/2017,143.0,0.0012016914761115
01/29/2017,143.0,0.0012015646808464
01/30/2017,143.0,0.0012014370738569
01/31/2017,143.0,0.0012013086472776
02/01/2017,143.0,0.0012011793931403
02/02/2017,143.0,0.0012010493033724
02/03/2017,143.0,0.0012009183697947
02/04/2017,145.0,0.001186941029199
02/05/2017,147.0,0.0009447550447264
02/06/2017,147.0,0.0009447550447264
02/07/2017,147.0,0.0009447550447264
02/08/2017,147.0,0.0009447550447264
02/09/2017,147.0,0.0009447550447264
02/10/2017,147.0,0.0009447550447264
02/11/2017,147.0,0.0009447550447264
02/12/2017,147.0,0.0009447550447264
02/13/2017,147.0,0.0009447550447264
02/14/2017,147.0,0.0009447550447264
02/15/2017,147.0,0.0009447550447264
02/16/2017,147.0,0.0009447550447264
02/17/2017,147.0,0.0009447550447264
02/18/2017,147.0,0.0009447550447264
02/19/2017,147.0,0.0009447550447264
02/20/2017,147.0,0.0009447550447264
02/21/2017,147.0,0.0009447550447264
02/22/2017,147.0,0.0009447550447264
02/23/2017,147.0,0.0009447550447264
02/24/2017,147.0,0.0009447550447264
02/25/2017,147.0,0.0009447550447264
02/26/2017,147.0,0.0009447550447264
02/27/2017,147.0,0.0009447550447264
02/28/2017,147.0,0.0009447550447264
03/01/2017,147.0,0.0009447550447264
03/02/2017,147.0,0.0009447550447264
03/03/2017,147.0,0.0009447550447264
03/04/2017,147.0,0.0009447550447264
03/05/2017,147.0,0.0009447550447264
03/06/2017,147.0,0.0009447550447264
03/07/2017,147.0,0.0009447550447264
03/08/2017,147.0,0.0009447550447264
03/09/2017,147.0,0.0009447550447264
03/10/2017,147.0,0.0009447550447264
03/11/2017,163.0,0.0008485518127623
03/12/2017,163.0,0.000848546807685
03/13/2017,163.0,0.0008485417809823
03/14/2017,163.0,0.0008485367325138
03/15/2017,163.0,0.0008485316621378
03/16/2017,163.0,0.0008485265697115
03/17/2017,163.0,0.0008485214550907
03/18/2017,163.0,0.00084851631813
03/19/2017,163.0,0.0008485111586826
03/20/2017,163.0,0.0008485059766006
03/21/2017,163.0,0.0008485007717348
03/22/2017,163.0,0.0008484955439345
03/23/2017,163.0,0.0008484902930478
03/24/2017,163.0,0.0008484850189214
